fecha,caja_neta,ingreso_efectivo,ingreso_tarjeta,ingreso_transferencia,gasto_operativo,gasto_extraordinario,saldo_diario,yhat,yhat_lower_80,yhat_upper_80,yhat_lower,yhat_upper,es_anomalia,severidad,tipo_anomalia,horizonte
2024-04-04,5626.467588555664,9635.146874803178,17186.979847429244,7992.160885757094,29187.820019433857,0.0,5626.467588555664,,,,,,True,bajo,Benford,
2024-04-05,14060.927878629322,9709.191060239407,19115.93241900487,8856.048005997678,23620.243606612632,0.0,14060.927878629322,,,,,,False,,,
2024-04-06,4082.310424129133,6882.978799817085,13418.43658950062,5893.202044026871,22112.307009215445,0.0,4082.310424129133,,,,,,True,medio,Temporal,
2024-04-07,944.2661467964426,7929.452160682571,13115.76985794446,5335.08988563428,25436.045757464864,0.0,944.2661467964426,,,,,,True,medio,"Benford, Temporal",
2024-04-08,17944.039265228123,15603.426826988796,27542.342416744617,8758.670579752297,33960.400558257585,0.0,17944.039265228123,,,,,,False,,,
2024-04-09,14551.409572025465,11250.923975373427,19661.39466120201,6887.136363815942,23248.045428365916,0.0,14551.409572025465,,,,,,False,,,
2024-04-10,19512.503472045664,14348.752215017172,21896.631456775493,8002.131518318421,24735.011718065416,0.0,19512.503472045664,,,,,,False,,,
2024-04-11,28551.034115570903,15791.28050214082,32986.28498928352,15273.17032632996,35499.7017021834,0.0,28551.034115570903,,,,,,False,,,
2024-04-12,18164.965229743226,14999.078812773369,26239.53145721304,7472.558974782359,30546.20401502554,0.0,18164.965229743226,,,,,,False,,,
2024-04-13,10594.31806950068,14903.29868362798,24261.187329556036,5829.488851888344,34399.656795571675,0.0,10594.31806950068,,,,,,True,medio,Temporal,
2024-04-14,-5673.666463073154,8599.012039177152,14735.617405958074,7659.012932626796,29122.311289101992,7544.997551733186,-5673.666463073154,,,,,,True,medio,"Benford, Temporal",
2024-04-15,2449.667635624224,13915.677060493852,22913.417063992725,10761.510855247849,45140.9373441102,0.0,2449.667635624224,,,,,,False,,,
2024-04-16,6486.047538826671,12125.795517372157,22541.46649526028,7888.025161876809,36069.23963568257,0.0,6486.047538826671,,,,,,True,bajo,Benford,
2024-04-17,26564.223864164516,13064.034476569968,22173.76399576495,11069.995973937985,19743.570582108398,0.0,26564.223864164516,,,,,,False,,,
2024-04-18,29065.248983921603,17314.890902180567,27939.207941307268,13745.49249481912,29934.342354385357,0.0,29065.248983921603,,,,,,False,,,
2024-04-19,15995.046530498548,12470.676170034509,18609.283734666504,6876.781357518128,21961.694731720592,0.0,15995.046530498548,,,,,,False,,,
2024-04-20,14605.918954597812,13413.79045778818,20251.45594397828,6168.103975927437,25227.431423096084,0.0,14605.918954597812,,,,,,True,medio,Temporal,
2024-04-21,10084.72628398805,10710.819309599934,18185.53088466171,7624.295328053634,26435.91923832723,0.0,10084.72628398805,,,,,,True,medio,Temporal,
2024-04-22,-11246.490972805192,16483.620115033278,23742.409326793237,8527.479585368297,60000.0,0.0,-11246.490972805192,,,,,,False,,,
2024-04-23,5833.712531161684,10748.039103117088,17389.05828291446,7604.927934944371,29370.286509233458,538.026280580775,5833.712531161684,,,,,,True,bajo,Benford,
2024-04-24,32598.828788662035,18936.42532727669,27451.95162193321,10125.812363153847,23915.36052370172,0.0,32598.828788662035,,,,,,False,,,
2024-04-25,27075.40324033035,16875.471650886437,27306.15190446433,12422.018170168089,29528.238485188507,0.0,27075.40324033035,,,,,,False,,,
2024-04-26,30882.991895017934,18748.41982716392,33803.81680078379,9401.197304777605,31070.44203770738,0.0,30882.991895017934,,,,,,False,,,
2024-04-27,-137027.6538517315,12898.08277385166,21235.23047397695,7837.674360838485,33453.24300088277,145545.39845951585,-137027.6538517315,,,,,,True,crítico,"Isolation Forest, Z-score, IQR, Temporal",
2024-04-28,20715.531389917225,19622.25196447877,27942.16388274239,6405.57673473535,33254.461192039285,0.0,20715.531389917225,,,,,,True,alto,"Isolation Forest, Temporal",
2024-04-29,17934.570637577242,17846.91155675781,27596.76901507764,10851.1589618109,38360.2688960691,0.0,17934.570637577242,,,,,,False,,,
2024-04-30,-3869.6239843296935,12943.372071422433,22471.37337681977,9864.80267795871,49149.172110530606,0.0,-3869.6239843296935,,,,,,False,,,
2024-05-01,18217.843778336905,15797.114285516993,24025.03691602685,9639.669802644516,31243.977225851453,0.0,18217.843778336905,,,,,,False,,,
2024-05-02,8356.311361256921,14152.137956538723,21606.26373065085,12581.453668310894,39983.54399424355,0.0,8356.311361256921,,,,,,True,bajo,Benford,
2024-05-03,26685.377773160923,19665.502663874144,32014.495087793,16084.17899152177,41078.798970028,0.0,26685.377773160923,,,,,,False,,,
2024-05-04,7139.625545560586,12132.667957738677,17685.34249720453,8314.405095825736,30992.79000520836,0.0,7139.625545560586,,,,,,True,medio,"Benford, Temporal",
2024-05-05,7630.207538842795,11244.392376484497,17018.887714849832,9140.513236915369,29773.5857894069,0.0,7630.207538842795,,,,,,True,medio,"Benford, Temporal",
2024-05-06,29509.59801476284,21411.638853379827,33360.20186230586,15298.953097770294,40561.195798693145,0.0,29509.59801476284,,,,,,False,,,
2024-05-07,2358.9398209213614,11610.602824453674,20357.593287058884,6697.763168721799,36307.019459313,0.0,2358.9398209213614,,,,,,False,,,
2024-05-08,8028.616898343091,13488.059305516465,21947.66084426448,8537.762059948653,35944.86531138651,0.0,8028.616898343091,,,,,,True,bajo,Benford,
2024-05-09,5876.737170016131,13291.897880120998,22654.92780101813,7138.838068465348,37208.92657958834,0.0,5876.737170016131,,,,,,True,bajo,Benford,
2024-05-10,7895.033144857472,12669.614866434866,24645.6822828588,11178.857313789253,40599.12131822544,0.0,7895.033144857472,,,,,,True,bajo,Benford,
2024-05-11,-2795.0453572081024,8841.773601529014,14550.952070189438,4825.870024214811,31013.641053141364,0.0,-2795.0453572081024,,,,,,True,medio,Temporal,
2024-05-12,662.0049201582151,10267.878414118575,17652.09033686197,8703.988442410986,35961.95227323331,0.0,662.0049201582151,,,,,,True,medio,"Benford, Temporal",
2024-05-13,20583.350158780977,13324.658849559422,25085.22221857836,10730.673745649292,28557.20465500609,0.0,20583.350158780977,,,,,,False,,,
2024-05-14,337.79535913576547,10172.776772309322,17517.04392440851,6351.99687147113,33704.0222090532,0.0,337.79535913576547,,,,,,False,,,
2024-05-15,-13439.58234085182,11559.516741443647,18716.687222396533,8040.990743921771,51756.777048613774,0.0,-13439.58234085182,,,,,,False,,,
2024-05-16,-112812.63885964536,16513.51262888862,29502.53203573549,11697.301522250746,170525.98504652022,0.0,-112812.63885964536,,,,,,True,crítico,"Isolation Forest, Z-score, IQR, Temporal",
2024-05-17,-50332.69400298373,20844.208023687548,33662.17318009295,11327.002908801443,46274.43853917883,69891.63957638685,-50332.69400298373,,,,,,True,alto,"Isolation Forest, IQR, Benford",
2024-05-18,20154.98944669909,13948.289504640396,24970.44168546665,12144.632392855678,30908.374136263625,0.0,20154.98944669909,,,,,,True,alto,"Isolation Forest, Temporal",
2024-05-19,24841.442692783057,17178.60156788021,28107.71373621806,13572.505192928513,34017.377804243726,0.0,24841.442692783057,,,,,,True,medio,Temporal,
2024-05-20,18824.316157670022,13950.427422527093,23048.12266781607,11389.606742660852,29563.84067533399,0.0,18824.316157670022,,,,,,False,,,
2024-05-21,7644.665025077149,12119.490906282228,20332.193144288038,8072.479648338282,32879.4986738314,0.0,7644.665025077149,,,,,,True,bajo,Benford,
2024-05-22,3752.402003909767,11355.959313315529,18824.20631793397,6982.149256010837,33409.912883350575,0.0,3752.402003909767,,,,,,False,,,
2024-05-23,17107.39709534745,15319.041058793844,26503.177069598634,12919.50520048131,37634.32623352634,0.0,17107.39709534745,,,,,,True,medio,Isolation Forest,
2024-05-24,10037.086904725053,15241.141304018543,24257.62315320676,8964.944879002927,38426.62243150318,0.0,10037.086904725053,,,,,,False,,,
2024-05-25,1505.9191444611934,11095.71039383466,18835.77168946453,6899.52319211641,35325.08613095441,0.0,1505.9191444611934,,,,,,True,medio,Temporal,
2024-05-26,-5349.696413435777,8364.980707816785,16348.39734705015,7194.412641865219,37257.48711016793,0.0,-5349.696413435777,,,,,,True,medio,"Benford, Temporal",
2024-05-27,25898.26431949261,14380.07838490752,29277.3679813044,11474.935688941276,29234.117735660588,0.0,25898.26431949261,,,,,,False,,,
2024-05-28,32674.46198058105,20838.14915047325,36534.248127340165,12145.19372825368,36843.12902548605,0.0,32674.46198058105,,,,,,False,,,
2024-05-29,19961.94323074729,16976.192468569272,27566.533236301417,12890.642342957908,37471.42481708131,0.0,19961.94323074729,,,,,,False,,,
2024-05-30,13056.975426594472,16773.464979918812,30045.56765625029,9480.685513242408,43242.74272281704,0.0,13056.975426594472,,,,,,False,,,
2024-05-31,541.1919426016175,14536.322904775914,23756.96032025189,10251.686958753802,48003.77824117999,0.0,541.1919426016175,,,,,,True,bajo,Benford,
2024-06-01,-6289.070454879064,7609.984893010884,13017.655227943618,4363.181146789776,31279.89172262334,0.0,-6289.070454879064,,,,,,True,medio,"Benford, Temporal",
2024-06-02,-3696.3013027485904,9446.883120433686,14849.482244371438,5322.0528709450045,33314.71953849872,0.0,-3696.3013027485904,,,,,,True,medio,Temporal,
2024-06-03,-64678.02774740037,14285.525784102882,25290.01562211584,11852.328421405804,116105.8975750249,0.0,-64678.02774740037,,,,,,True,alto,"Isolation Forest, IQR, Benford",
2024-06-04,43028.077662863885,20576.172469838097,34510.258103103355,19313.80879623155,31372.161706309107,0.0,43028.077662863885,,,,,,True,medio,Temporal,
2024-06-05,39803.75245840416,54731.379533447645,23429.10726071267,10630.000346371266,48986.73468212742,0.0,39803.75245840416,,,,,,False,,,
2024-06-06,27196.419383694258,17185.087033895437,26347.781729656057,12668.258523637376,29004.70790349461,0.0,27196.419383694258,,,,,,False,,,
2024-06-07,14910.846787921582,15914.648210362646,25439.32108114283,7629.409476720116,34072.53198030401,0.0,14910.846787921582,,,,,,False,,,
2024-06-08,-8132.047825662572,8108.154774047837,14757.860413039863,4961.370658286272,35959.433671036546,0.0,-8132.047825662572,,,,,,True,medio,"Benford, Temporal",
2024-06-09,-1872.5161778574693,7854.713902753755,15210.7356497693,8357.679212244677,33295.6449426252,0.0,-1872.5161778574693,,,,,,True,medio,Temporal,
2024-06-10,21448.52983810641,11788.118287692623,22432.495781821035,10108.928498733489,22881.01273014074,0.0,21448.52983810641,,,,,,False,,,
2024-06-11,7751.266477006182,23675.290592465168,40566.803096012896,19316.005987551296,36149.465141738016,39657.36805728517,7751.266477006182,,,,,,True,bajo,Benford,
2024-06-12,-1804.72985876022,13122.897216283262,23429.10726071267,10630.000346371266,48986.73468212742,0.0,-1804.72985876022,,,,,,False,,,
2024-06-13,-120658.71380052244,17792.667689288563,31428.812583494942,11747.343645191504,181627.53771849745,0.0,-120658.71380052244,,,,,,True,crítico,"Isolation Forest, Z-score, IQR, Temporal",
2024-06-14,18083.72075436219,14469.900097009806,24017.54890788954,9621.810700784952,30025.53895132211,0.0,18083.72075436219,,,,,,True,alto,"Isolation Forest, Temporal",
2024-06-15,-3627.520218768245,12384.701140166902,22546.08049747194,7227.739787394407,45786.041643801495,0.0,-3627.520218768245,,,,,,True,medio,Temporal,
2024-06-16,10174.23436976922,11774.305047741293,17987.012605534954,6920.269668878475,26507.352952385503,0.0,10174.23436976922,,,,,,True,medio,Temporal,
2024-06-17,7108.112431632006,14235.32352661307,25838.411848737967,9616.78656398109,42582.409507700126,0.0,7108.112431632006,,,,,,True,bajo,Benford,
2024-06-18,15493.555853233744,14605.630072630114,25928.12138784869,11121.215848746013,36161.411455991074,0.0,15493.555853233744,,,,,,False,,,
2024-06-19,10512.819831437777,12749.027449141597,21246.44526663255,7186.547959482871,30669.20084381924,0.0,10512.819831437777,,,,,,False,,,
2024-06-20,20315.574907747483,15474.645454745756,28218.689085087582,13771.8841327248,37149.64376481066,0.0,20315.574907747483,,,,,,False,,,
2024-06-21,10636.700933843043,14626.825293053564,23713.648775796377,9181.027898591276,36884.801033598174,0.0,10636.700933843043,,,,,,False,,,
2024-06-22,-7089.603351592352,8914.26986134762,14688.056758109358,5910.133137854715,36602.06310890405,0.0,-7089.603351592352,,,,,,True,medio,"Benford, Temporal",
2024-06-23,-8141.075819321119,7223.1509466894495,11751.498474803064,5341.536332329398,32457.261573143027,0.0,-8141.075819321119,,,,,,True,medio,"Benford, Temporal",
2024-06-24,23307.199651304865,19047.897223993616,29467.11813012261,8898.717998755516,34106.53370156687,0.0,23307.199651304865,,,,,,False,,,
2024-06-25,-28481.978157290898,20243.327714890183,36114.47269202184,14040.098428627038,27976.23717427436,70903.6398185556,-28481.978157290898,,,,,,True,bajo,IQR,
2024-06-26,64268.37983324752,18936.3812756132,68186.04068868284,8153.986621835475,31008.02875288399,0.0,64268.37983324752,,,,,,True,medio,"IQR, Benford",
2024-06-27,33839.40283486874,16380.902173852695,29422.140949422374,9633.100807292954,21596.741095699283,0.0,33839.40283486874,,,,,,False,,,
2024-06-28,31219.9170811254,16958.385327264663,32685.179501556035,12144.694478132446,30568.342225827742,0.0,31219.9170811254,,,,,,False,,,
2024-06-29,17497.806000817727,15170.009780880468,24788.608054738583,10373.46820952437,32834.28004432569,0.0,17497.806000817727,,,,,,True,medio,Temporal,
2024-06-30,-14912.502002574693,11333.449235436809,20652.776821783693,8712.02451702932,55610.75257682451,0.0,-14912.502002574693,,,,,,True,medio,Temporal,
2024-07-01,15749.83800668217,13231.240006771604,22636.47270052092,10563.41194725368,30681.286647864028,0.0,15749.83800668217,,,,,,False,,,
2024-07-02,23015.87667098217,17676.798860654653,28728.44463752672,10998.018923277665,34387.38575047686,0.0,23015.87667098217,,,,,,False,,,
2024-07-03,18813.00984382733,17006.125308932686,26675.55068481832,10980.776404417134,35849.44255434081,0.0,18813.00984382733,,,,,,False,,,
2024-07-04,25789.7051797967,19574.2106106602,36240.98903357122,12255.599216756662,42281.093681191385,0.0,25789.7051797967,,,,,,False,,,
2024-07-05,19493.21618296977,17204.87049854096,27295.18255662289,9307.523416593313,34314.36028878739,0.0,19493.21618296977,,,,,,False,,,
2024-07-06,-80538.23201603659,8822.059190694768,13531.04805321242,4947.078288466144,40106.056580649165,67732.36096776076,-80538.23201603659,,,,,,True,crítico,"Z-score, IQR, Benford, Temporal",
2024-07-07,-6120.53432116978,8610.633130005323,13722.2863883894,3861.02987951942,32314.483719083924,0.0,-6120.53432116978,,,,,,True,medio,"Benford, Temporal",
2024-07-08,43085.89851447064,25025.22084195652,36788.92280591108,18759.47554135951,37487.72067475648,0.0,43085.89851447064,,,,,,False,,,
2024-07-09,41745.06959335085,23477.11035482924,32978.5682133086,15280.84672832867,29991.45570311566,0.0,41745.06959335085,,,,,,False,,,
2024-07-10,16977.441112861885,12723.049618709629,25016.898579134056,10750.234489184211,31512.74157416601,0.0,16977.441112861885,,,,,,False,,,
2024-07-11,17037.035155946563,13361.927917914009,22807.113583766342,9335.12301739849,28467.12936313228,0.0,17037.035155946563,,,,,,False,,,
2024-07-12,39872.77615088548,19250.33532445516,34393.24553556853,14460.652084194317,28231.45679333253,0.0,39872.77615088548,,,,,,False,,,
2024-07-13,-10511.59773772676,8122.815172167623,12718.661039799545,6021.060424422268,37374.13437411619,0.0,-10511.59773772676,,,,,,True,medio,Temporal,
2024-07-14,-1047.9547345915053,8242.269542493956,14267.908342461193,6052.183185499824,29610.31580504648,0.0,-1047.9547345915053,,,,,,True,medio,Temporal,
2024-07-15,18580.06154891721,17687.30419360339,32197.94845783756,9732.82877732955,41038.019879853295,0.0,18580.06154891721,,,,,,False,,,
2024-07-16,12065.857201131206,16204.244281773435,24787.18778770257,7000.738361048472,35926.31322939327,0.0,12065.857201131206,,,,,,False,,,
2024-07-17,15410.935802120985,15175.269282845393,25755.216310784497,10232.638347826383,35752.18813933529,0.0,15410.935802120985,,,,,,False,,,
2024-07-18,7359.054475440229,14659.951521183364,23359.74636110159,9534.957128973603,40195.600535818325,0.0,7359.054475440229,,,,,,True,bajo,Benford,
2024-07-19,31831.42791973264,17715.789363607786,29517.36961462625,12748.261862226413,28149.992920727804,0.0,31831.42791973264,,,,,,False,,,
2024-07-20,27160.6519842973,14820.307889702615,22483.33611102082,11849.280330696942,21992.27234712308,0.0,27160.6519842973,,,,,,True,medio,Temporal,
2024-07-21,14466.90293437913,10845.761353665854,18255.23363033172,7037.047458024683,21671.139507643125,0.0,14466.90293437913,,,,,,True,medio,Temporal,
2024-07-22,30432.00631836839,17897.467872726946,29942.96996966976,10086.45376181403,27494.88528584235,0.0,30432.00631836839,,,,,,False,,,
2024-07-23,-1702.4461375627434,11268.318419294565,16328.38593486594,7256.69510797705,36555.8455997003,0.0,-1702.4461375627434,,,,,,False,,,
2024-07-24,26262.964570190183,18716.24922235744,27363.261014199896,10134.24077171446,29950.786438081617,0.0,26262.964570190183,,,,,,False,,,
2024-07-25,-55481.66537328072,13494.851976336022,21016.29457864657,9561.965331975356,31079.49302343645,68475.28423680221,-55481.66537328072,,,,,,True,medio,"IQR, Benford",
2024-07-26,11119.323080283742,14381.821341895176,22172.67940231687,9571.988521418083,35007.16618534638,0.0,11119.323080283742,,,,,,False,,,
2024-07-27,2336.0819392180965,9269.995418698356,16769.68645856065,7428.094594589244,31131.694532630157,0.0,2336.0819392180965,,,,,,True,medio,Temporal,
2024-07-28,-1988.1444784010384,10491.89296629351,16122.98904022298,8564.189360658815,37167.21584557634,0.0,-1988.1444784010384,,,,,,True,medio,Temporal,
2024-07-29,17210.83992670365,22400.86564463821,35995.69706303668,11868.36470781292,53054.08748878416,0.0,17210.83992670365,,,,,,False,,,
2024-07-30,5553.078035162907,12699.284070148202,20613.649811622385,6707.579077642181,34467.43492424986,0.0,5553.078035162907,,,,,,True,bajo,Benford,
2024-07-31,18722.711653885868,18377.640776651628,29899.94841076487,12129.038051483998,41683.91558501463,0.0,18722.711653885868,,,,,,False,,,
2024-08-01,25636.533277047303,14893.6981266928,21112.124647852677,10869.818622106168,21239.108119604345,0.0,25636.533277047303,,,,,,False,,,
