fecha,ingreso_efectivo,ingreso_tarjeta,ingreso_transferencia,gasto_operativo,gasto_extraordinario,saldo_diario,saldo_acumulado,es_festivo,es_finde,tiene_anomalia,tipo_anomalia,caja_neta,lag_1,lag_7,lag_14,lag_30,rolling_mean_7,rolling_mean_14,rolling_mean_30,rolling_std_7,rolling_std_30,dia_semana,mes,trimestre,es_cierre_mes,dia_del_mes,dia_del_año
2024-02-12,13557.468007245747,20126.765218538032,6836.634079712041,19686.13877938079,0.0,20834.72852611503,387893.54665040167,False,False,False,,20834.72852611503,16227.094785712354,24823.69424608382,-16910.71031973214,2797.6679785548513,8525.08488101182,9466.935497417226,8991.0249350489,20377.246365135914,15050.649695921418,0,2,1,False,12,43
2024-02-13,16138.433331761182,25933.65021960013,7253.1065847432155,18909.0518811618,0.0,30416.138254942733,418309.6849053444,False,False,False,,30416.138254942733,20834.72852611503,17039.57344112948,18716.351121919557,5938.382289640769,10436.02271155657,10302.634578347452,9806.950133892298,21880.558094600547,15535.148654225164,1,2,1,False,13,44
2024-02-14,12714.37481769349,20887.541693488503,8070.312091156189,26008.698477034173,0.0,15663.530125304002,433973.2150306484,False,False,False,,15663.530125304002,30416.138254942733,6127.886935168161,29805.844684930256,8412.06779639471,11798.257453004548,9292.469252659861,10048.665544855941,21864.468705506613,15569.073577537778,2,2,1,False,14,45
2024-02-15,14447.806429819637,22123.497948489126,7609.900691659373,40044.770515291755,0.0,4136.43455467638,438109.6495853248,False,False,False,,4136.43455467638,15663.530125304002,-36064.525056137434,7821.8641008333,7680.129028915104,17541.25168312081,9029.224285077225,9930.54239571465,8219.01912398256,15601.073600903866,3,2,1,False,15,46
2024-02-16,15714.725562635696,26077.227581701092,10548.407543106836,34245.604589499686,0.0,18094.756097943937,456204.40568326873,False,False,False,,18094.756097943937,4136.43455467638,22428.225014778895,10104.047687885373,27429.332023644907,16922.184695001528,9599.989171509978,9619.389864857952,7948.32061302663,15330.78230625664,4,2,1,False,16,47
2024-02-17,8892.710555181136,14625.698073622201,5728.546366428131,42722.91631322359,0.0,-13475.961317992125,442728.4443652766,False,True,False,,-13475.961317992125,18094.756097943937,13082.610520316259,-16480.38424594095,7313.599996356115,13128.103003814616,9814.590809220608,8926.40448771301,14068.844796413086,15897.97798342933,5,2,1,False,17,48
2024-02-18,9745.937573058989,18724.997090502162,6569.936544075208,33159.62586583549,0.0,1881.2453418008663,444609.68970707746,False,True,False,,1881.2453418008663,-13475.961317992125,16227.094785712354,-1929.9147989529665,27980.357341563355,11078.695940398688,10086.816533560168,8056.434087720929,14577.84812342361,15529.172889153202,6,2,1,False,18,49
2024-02-19,15089.941688015226,22228.092802443134,11684.856365257401,23262.985493287488,0.0,25739.905362428275,470349.59506950574,False,False,False,,25739.905362428275,1881.2453418008663,20834.72852611503,24823.69424608382,-9021.491332777863,11779.43548844344,10152.260184727627,9215.147310894467,15228.348421947163,15507.809198153482,0,2,1,False,19,50
2024-02-20,14234.222223112934,21736.83398404156,11286.106692794134,26588.55140199245,0.0,20668.611497956186,491018.20656746195,False,False,False,,20668.611497956186,25739.905362428275,30416.138254942733,17039.57344112948,-3631.3148269015473,10386.931666016791,10411.47718878668,10025.14485505639,13598.60817519124,15448.17767340515,1,2,1,False,20,51
2024-02-21,14203.860044352205,25361.21456557675,12283.867847790141,34024.6614784551,0.0,17824.280979263996,508842.48754672596,False,False,False,,17824.280979263996,20668.611497956186,15663.530125304002,6127.886935168161,9023.683638732917,10695.610359439646,11246.933906222095,10318.49809974076,13761.889172460797,15511.932587499592,2,2,1,False,21,52
2024-02-22,10660.567078721257,17838.823243748357,7157.535380752176,34068.16100238546,0.0,1588.7647008363274,510431.2522475623,False,False,False,,1588.7647008363274,17824.280979263996,4136.43455467638,-36064.525056137434,30562.210772606104,10331.657523176782,13936.454603148793,9352.7165640151,13995.964778661659,15104.691950387334,3,2,1,False,22,53
2024-02-23,14186.36533488416,24426.447792673822,8927.763953802412,33741.98021413691,0.0,13798.596867223481,524229.8491147858,False,False,False,,13798.596867223481,1588.7647008363274,18094.756097943937,22428.225014778895,14797.83593821148,9717.920490216717,13320.052592609123,9319.408594982167,13689.652037382024,15093.368140155939,4,2,1,False,23,54
2024-02-24,10621.405776551499,16107.09988358234,4887.410695755687,32313.6413141247,0.0,-697.724958235176,523532.1241565506,False,True,False,,-697.724958235176,13798.596867223481,-13475.961317992125,13082.610520316259,9354.41787345634,11543.382827324853,12335.742915569732,8984.337167259118,10580.191909041476,15203.738929592604,5,2,1,False,24,55
2024-02-25,10411.916489278448,16125.187864184387,6216.691868084038,38823.08843377803,0.0,-6069.2922122311575,517462.8319443195,False,True,False,,-6069.2922122311575,-697.724958235176,1881.2453418008663,16227.094785712354,12985.433327298,10407.591748177421,10743.143844288055,8349.179649274813,12106.899111831619,15427.200430509984,6,2,1,False,25,56
2024-02-26,14643.65218323208,25381.55486292802,8749.75017780712,30518.99899822979,0.0,18255.958225737424,535718.7901700569,False,False,False,,18255.958225737424,-6069.2922122311575,25739.905362428275,20834.72852611503,-2920.0538552602884,9338.456442935869,10558.945965689652,9055.0467186414,10785.620829900978,15378.173144904875,0,2,1,False,26,57
2024-02-27,19626.748079577006,33503.522428401324,11224.840757040141,34673.36087718741,0.0,29681.75038783106,565400.5405578879,False,False,False,,29681.75038783106,18255.958225737424,20668.611497956186,30416.138254942733,8199.771395477914,10626.047712917994,10506.489689467391,9771.112685053173,12726.937679100387,15830.464914967055,1,2,1,True,27,58
2024-02-28,12230.615069695054,20474.087275949278,7944.202237409358,32970.483478726965,0.0,7678.421104326728,573078.9616622146,False,False,False,,7678.421104326728,29681.75038783106,17824.280979263996,15663.530125304002,-16910.71031973214,9176.639159355527,9936.124759397586,10590.750399188468,12342.461265263608,15017.013871647612,2,2,1,True,28,59
2024-02-29,16569.613925790945,29072.697963746727,10347.137346498279,44145.86180123378,0.0,11843.58743480216,584922.5490970168,False,False,False,,11843.58743480216,7678.421104326728,1588.7647008363274,4136.43455467638,18716.351121919557,10641.61383563636,10486.635679406569,10361.658276284556,11892.096949920468,14941.010652846502,3,2,1,True,29,60
2024-03-01,8583.53320225156,15586.668221824384,6666.832173624406,34944.49968953977,0.0,-4107.466091839418,580815.0830051774,False,False,False,,-4107.466091839418,11843.58743480216,13798.596867223481,18094.756097943937,29805.844684930256,8083.604841484518,8900.762665850616,9231.214583725565,12976.239606450283,14700.13167563638,4,3,1,False,1,61
2024-03-02,8217.146134935309,13523.844492875663,5928.127976433385,34936.880022707934,0.0,-7267.761418463579,573547.3215867139,False,True,False,,-7267.761418463579,-4107.466091839418,-697.724958235176,-13475.961317992125,7821.8641008333,7145.028204309033,9344.20551581694,8728.227066415671,13920.506313904438,15005.013316486858,5,3,1,False,2,62
2024-03-03,41046.77381683947,16639.71813511656,6506.411481551115,33161.217025207414,0.0,31031.686408299734,604579.0079950136,False,True,True,madrugada,31031.686408299734,-7267.761418463579,-6069.2922122311575,1881.2453418008663,10104.047687885373,12445.168007242017,11426.379877709716,9425.815023762816,15066.501356660767,15547.829277133758,6,3,1,False,3,63
2024-03-04,14888.399961931325,27190.213165734916,12062.265537869662,36343.74050083556,0.0,17797.138164700336,622376.146159714,False,False,False,,17797.138164700336,31031.686408299734,18255.958225737424,25739.905362428275,-16480.38424594095,12379.622284236717,10859.039363586295,10568.399104117527,15037.979732951146,14820.882053889749,0,3,1,False,4,64
2024-03-05,14332.52320157154,23101.486633884255,8766.487368863312,34512.760789453314,0.0,11687.736414865794,634063.8825745798,False,False,False,,11687.736414865794,17797.138164700336,29681.75038783106,20668.611497956186,-1929.9147989529665,9809.048859527395,10217.548286222695,11022.320811244817,12985.281037339866,14632.228857622682,1,3,1,False,5,65
2024-03-06,15837.250048765394,27240.04781384495,8371.528464160438,38163.66252801874,0.0,13285.163798752037,647349.0463733318,False,False,False,,13285.163798752037,11687.736414865794,7678.421104326728,17824.280979263996,24823.69424608382,10610.012101588154,9893.325630471838,10637.703129667092,13004.859010806511,14406.854386119054,2,3,1,False,6,66
2024-03-07,10060.34928366724,17168.476564348763,10840.222015424079,38137.06554240575,0.0,-68.01767896566889,647281.0286943661,False,False,False,,-68.01767896566889,13285.163798752037,11843.58743480216,1588.7647008363274,17039.57344112948,8908.35422819275,9774.984031914555,10067.450092330586,13582.999684721044,14483.092407131939,3,3,1,False,7,67
2024-03-08,13217.87508798847,20951.90545667388,10253.137051415937,25482.319629182857,0.0,18940.59796689543,666221.6266612615,False,False,False,,18940.59796689543,-68.01767896566889,-4107.466091839418,13798.596867223481,6127.886935168161,12200.934808012014,10142.269824748264,10494.540460054828,12664.477948958576,14551.667062219341,4,3,1,False,8,68
2024-03-09,11973.887754270712,17825.623205637574,7628.943927432861,26697.575907081395,0.0,10730.878980259753,676952.5056415213,False,True,False,,10730.878980259753,18940.59796689543,-7267.761418463579,-697.724958235176,-36064.525056137434,14772.169150686776,10958.598677497901,12054.38726126807,9479.681951250801,11596.811433436902,5,3,1,False,9,69
2024-03-10,8912.992114381888,13673.578943946666,5163.811710155243,32356.501894686524,0.0,-4606.119126202728,672346.3865153185,False,True,False,,-4606.119126202728,10730.878980259753,31031.686408299734,-6069.2922122311575,22428.225014778895,9681.05407432928,11063.111040785647,11153.242456568683,8840.213095356152,11811.287897071585,6,3,1,False,10,70
2024-03-11,12137.199748005367,18740.97224567386,6989.428516036891,29927.095641158023,0.0,7940.504868558095,680286.8913838767,False,False,False,,7940.504868558095,-4606.119126202728,17797.138164700336,18255.958225737424,13082.610520316259,8272.963603451817,10326.292943844266,10981.838934843408,8084.716698647551,11819.631504997556,0,3,1,False,11,71
2024-03-12,10545.052528574608,16472.69863671033,8041.47280754646,31599.373848886255,0.0,3459.850123945147,683746.7415078218,False,False,False,,3459.850123945147,7940.504868558095,11687.736414865794,29681.75038783106,16227.094785712354,7097.551276177439,8453.300067852417,10556.264112784502,8103.600985813035,11854.056729382422,1,3,1,False,12,72
2024-03-13,10398.019894370365,17640.94695644591,8690.292038709133,20488.6903891084,0.0,16240.568500417008,699987.3100082389,False,False,False,,16240.568500417008,3459.850123945147,13285.163798752037,7678.421104326728,20834.72852611503,7519.7519478438635,9064.882024716007,10403.125445261236,8544.691675798396,11745.875445550966,2,3,1,False,13,73
2024-03-14,13198.846940642035,22894.66518498799,11328.740299424026,25747.888256021073,0.0,21674.36416903298,721661.6741772719,False,False,False,,21674.36416903298,16240.568500417008,-68.01767896566889,11843.58743480216,30416.138254942733,10625.806497557956,9767.080362875351,10111.732975730909,9249.47124767011,11333.46427696243,3,3,1,False,14,74
2024-03-15,14548.594375436072,26033.053844629914,6824.571965284449,226095.2979517004,0.0,-178689.07776634995,542972.596410922,False,False,True,benford_violation,-178689.07776634995,21674.36416903298,18940.59796689543,-4107.466091839418,15663.530125304002,-17607.004321477096,-2703.0347567325434,3633.312712675778,71536.31328405079,36237.15029098541,4,3,1,False,15,75
2024-03-16,11455.124895623318,19963.047733422944,5823.898748894456,25040.10266717508,0.0,12201.968710765635,555174.5651216876,False,True,False,,12201.968710765635,-178689.07776634995,10730.878980259753,-7267.761418463579,4136.43455467638,-17396.848645690545,-1312.3397475018849,3902.1638512120867,71635.52981935807,36270.91600200824,5,3,1,False,16,76
2024-03-17,9409.206176031597,14204.654995445399,5271.184854655982,21647.238397394394,0.0,7237.807628738581,562412.3727504262,False,True,False,,7237.807628738581,12201.968710765635,-4606.119126202728,31031.686408299734,18094.756097943937,-15704.859109270357,-3011.9025174705384,3540.2655689052413,72126.18401452174,36178.46988569966,6,3,1,False,17,77
2024-03-18,15790.787858495774,24163.28705409264,9085.700917688057,22435.100917398275,0.0,26604.674912878196,589017.0476633044,True,False,False,,26604.674912878196,7237.807628738581,7940.504868558095,17797.138164700336,-13475.961317992125,-13038.549102938912,-2382.792749743549,4876.2867766009185,73478.28192869671,36268.365257808946,0,3,1,False,18,78
2024-03-19,15570.831089220797,24978.64053218598,11814.90340666632,36287.84321133154,0.0,16076.531816741553,605093.5794800459,False,False,False,,16076.531816741553,26604.674912878196,3459.850123945147,11687.736414865794,1881.2453418008663,-11236.166003968,-2069.30736389528,5349.462992432276,74102.51700315802,36320.50507565399,1,3,1,False,19,79
2024-03-20,12513.335740332794,21006.153077505012,11964.383760274579,31305.060876847347,0.0,14178.811701265033,619272.391181311,False,False,False,,14178.811701265033,16076.531816741553,16240.568500417008,13285.163798752037,25739.905362428275,-11530.702689561138,-2005.475370858638,4964.093203726834,73979.09732591007,36157.665063233464,2,3,1,False,20,80
2024-03-21,14353.336750080463,24327.933476062102,10203.141492145822,40135.89633559358,0.0,8748.515382694808,628020.9065640058,False,False,False,,8748.515382694808,14178.811701265033,21674.36416903298,-68.01767896566889,20668.611497956186,-13377.252516180875,-1375.7230093114608,4566.756666551455,73169.0315224981,36044.45493179982,3,3,1,False,21,81
2024-03-22,11770.530927926447,18565.66558995573,8338.812020926476,32239.034198272893,0.0,6435.9743405357585,634456.8809045416,False,False,False,,6435.9743405357585,8748.515382694808,-178689.07776634995,18940.59796689543,17824.280979263996,13069.18349908851,-2268.9104111942943,4187.146445260513,6963.112201774982,35959.88575160843,4,3,1,False,22,82
2024-03-23,9214.445964420498,15514.298551512687,6405.522952998031,29157.373566264447,0.0,1976.8939026667686,636433.7748072083,False,True,False,,1976.8939026667686,6435.9743405357585,12201.968710765635,10730.878980259753,1588.7647008363274,11608.458526502958,-2894.1950595937938,4200.084085321529,8147.1916847678285,35958.98847966013,5,3,1,False,23,83
2024-03-24,9189.217384323647,14909.458910712752,7759.422144909265,28037.680739222254,0.0,3820.4177007234102,640254.1925079317,False,True,False,,3820.4177007234102,1976.8939026667686,7237.807628738581,-4606.119126202728,13798.596867223481,11120.259965357936,-2292.2995719562123,3867.478113104859,8545.398565682899,35913.26266345077,6,3,1,False,24,84
2024-03-25,13046.301333066805,20731.592008424817,8988.775034127897,24466.9906779044,0.0,18299.67769771512,658553.8702056468,False,False,False,,18299.67769771512,3820.4177007234102,26604.674912878196,7940.504868558095,-697.724958235176,9933.83179176321,-1552.358655587853,4500.724868303202,6325.433712524549,35997.37915798324,0,3,1,False,25,85
2024-03-26,16272.543233787048,28230.610423077378,11624.384272134856,29562.370901480386,0.0,26565.16702751889,685119.0372331657,False,False,False,,26565.16702751889,18299.67769771512,16076.531816741553,3459.850123945147,-6069.2922122311575,11432.208250445688,98.02112323884285,5588.540176294871,8786.536044359154,36159.67556091584,1,3,1,False,26,86
2024-03-27,12989.59331360303,22926.402841979998,9274.836857132654,28034.42305181495,0.0,17156.40996090073,702275.4471940665,False,False,False,,17156.40996090073,26565.16702751889,14178.811701265033,16240.568500417008,18255.958225737424,11857.579430393644,163.43837041625167,5551.888567466981,9010.876429568762,36146.94807289454,2,3,1,False,27,87
2024-03-28,15608.679752489286,25910.87757740719,9451.045921807852,20658.18428934762,0.0,30312.418962356707,732587.8661564232,False,False,False,,30312.418962356707,17156.40996090073,8748.515382694808,21674.36416903298,29681.75038783106,14938.137084631058,780.4422842250895,5572.910853284502,11192.715926321576,36161.64579449206,3,3,1,False,28,88
2024-03-29,18512.623065507378,30029.431360277416,14865.993443501842,27594.768510378923,0.0,35813.27935890772,768401.145515331,False,False,False,,35813.27935890772,30312.418962356707,6435.9743405357585,-178689.07776634995,7678.421104326728,19134.894944398482,16102.039221743495,6510.739461770535,12857.272240212085,36580.53713213733,4,3,1,True,29,89
2024-03-30,13046.301333066805,20731.592008424817,8988.775034127897,24466.9906779044,0.0,18299.67769771512,786700.8232130461,False,True,True,duplicado,18299.67769771512,35813.27935890772,1976.8939026667686,12201.968710765635,11843.58743480216,21466.72120083396,16537.589863668458,6725.942470534301,10488.846369860763,36631.94650451164,5,3,1,True,30,90
2024-03-31,12252.492785886405,19413.59070197205,8444.99198639679,47102.13220167596,0.0,-6991.056727420713,779709.7664856254,False,True,False,,-6991.056727420713,18299.67769771512,3820.4177007234102,7237.807628738581,-4107.466091839418,19922.224853956228,15521.242409657078,6629.822782681591,13795.229874008757,36665.12097755251,6,3,1,True,31,91
2024-04-01,13538.228570946754,25036.738342300956,10262.229519759781,25730.426957035485,0.0,23106.769475972014,802816.5359615975,False,False,False,,23106.769475972014,-6991.056727420713,18299.67769771512,26604.674912878196,-7267.761418463579,20608.95225085007,15271.392021306636,7642.307145829444,13820.622918983147,36687.49433685926,0,4,2,False,1,92
2024-04-02,13489.806837796481,23218.352210975714,9748.314789258613,36816.5874746621,117295.53567565627,-107655.64931228755,695160.8866493099,False,False,False,,-107655.64931228755,23106.769475972014,26565.16702751889,16076.531816741553,31031.686408299734,1434.5499165920066,6433.379083518844,3019.3959551432013,49981.30532636671,41992.861234697535,1,4,2,False,2,93
2024-04-03,14869.058014918619,21369.122240927052,8990.131544673823,32048.380852212984,0.0,13179.930948306508,708340.8175976163,False,False,False,,13179.930948306508,-107655.64931228755,17156.40996090073,14178.811701265033,17797.138164700336,866.4814862214023,6362.030458307521,2865.4890479300734,49795.0858902449,41945.266319612296,2,4,2,False,3,94
2024-04-04,9635.146874803178,17186.979847429244,7992.160885757094,29187.820019433857,0.0,5626.467588555664,713967.285186172,False,False,False,,5626.467588555664,13179.930948306508,30312.418962356707,8748.515382694808,11687.736414865794,-2660.082995750175,6139.027044440439,2663.446753719735,48211.065651342986,41915.89360041242,3,4,2,False,4,95
2024-04-05,9709.191060239407,19115.93241900487,8856.048005997678,23620.243606612632,0.0,14060.927878629322,728028.2130648013,False,False,False,,14060.927878629322,5626.467588555664,35813.27935890772,6435.9743405357585,13285.163798752037,-5767.561778647089,6683.666582875694,2689.305556382312,45966.72479543191,41922.91102520461,4,4,2,False,5,96
2024-04-06,6882.978799817085,13418.436589500621,5893.202044026871,22112.307009215445,0.0,4082.310424129133,732110.5234889304,False,True,False,,4082.310424129133,14060.927878629322,18299.67769771512,1976.8939026667686,-68.01767896566889,-7798.614246302231,6834.053477265862,2827.6498264854717,45030.63860311801,41920.34608183951,5,4,2,False,6,97
2024-04-07,7929.452160682571,13115.769857944459,5335.08988563428,25436.045757464864,0.0,944.2661467964426,733054.7896357268,False,True,False,,944.2661467964426,4082.310424129133,-6991.056727420713,3820.4177007234102,18940.59796689543,-6664.996692842636,6628.614080556794,2227.772099148839,45154.07081158699,41810.4390077866,6,4,2,False,7,98
2024-04-08,15603.426826988796,27542.342416744617,8758.670579752297,33960.400558257585,0.0,17944.039265228123,750998.8289009549,False,False,False,,17944.039265228123,944.2661467964426,23106.769475972014,18299.67769771512,10730.878980259753,-7402.529580091765,6603.21133537915,2468.2107753144514,44625.81385215568,41881.70343462296,0,4,2,False,8,99
2024-04-09,11250.923975373427,19661.39466120201,6887.136363815942,23248.045428365913,0.0,14551.409572025463,765550.2384729803,False,False,False,,14551.409572025463,17944.039265228123,-107655.64931228755,26565.16702751889,-4606.119126202728,10055.621689095811,5745.085802843906,3106.795065255391,6410.378042616154,41916.155739651185,1,4,2,False,9,100
2024-04-10,14348.752215017172,21896.631456775493,8002.131518318421,24735.011718065416,0.0,19512.503472045664,785062.741945026,False,False,False,,19512.503472045664,14551.409572025463,13179.930948306508,17156.40996090073,7940.504868558095,10960.274906772833,5913.378196497115,3492.52835203831,7308.672958607208,42015.30019366107,2,4,2,False,10,101
2024-04-11,15791.28050214082,32986.28498928352,15273.17032632996,35499.7017021834,0.0,28551.034115570903,813613.7760605969,False,False,False,,28551.034115570903,19512.503472045664,5626.467588555664,30312.418962356707,3459.850123945147,14235.212982060724,5787.564993155272,4328.901151759169,9366.687210094724,42263.63078221699,3,4,2,False,11,102
2024-04-12,14999.078812773367,26239.53145721304,7472.558974782359,30546.20401502554,0.0,18164.965229743226,831778.7412903402,False,False,False,,18164.965229743226,28551.034115570903,14060.927878629322,35813.27935890772,16240.568500417008,14821.504032219851,4526.9711267863795,4393.047709403375,9481.696339201153,42283.78898898714,4,4,2,False,12,103
2024-04-13,14903.29868362798,24261.187329556033,5829.488851888344,34399.656795571675,0.0,10594.318069500681,842373.0593598409,False,True,False,,10594.318069500681,18164.965229743226,4082.310424129133,18299.67769771512,21674.36416903298,15751.790838701501,3976.5882961996335,4023.712839418966,8523.459585442992,42175.889964571674,5,4,2,False,13,104
2024-04-14,8599.012039177152,14735.617405958074,7659.012932626796,29122.311289101992,7544.997551733186,-5673.666463073154,836699.3928967678,False,True,False,,-5673.666463073154,10594.318069500681,944.2661467964426,-6991.056727420713,-178689.07776634995,14806.371894434418,4070.6876007958886,9790.893216194858,10562.724506928576,24422.734860729208,6,4,2,False,14,105
2024-04-15,13915.677060493852,22913.417063992725,10761.510855247849,45140.9373441102,0.0,2449.667635624224,839149.060532392,False,False,False,,2449.667635624224,-5673.666463073154,17944.039265228123,23106.769475972014,12201.968710765635,12592.890233062431,2595.180326485332,9465.816513690144,11386.933814749846,24454.418842181083,0,4,2,False,15,106
2024-04-16,12125.795517372157,22541.46649526028,7888.025161876809,36069.23963568257,0.0,6486.047538826671,845635.1080712187,False,False,False,,6486.047538826671,2449.667635624224,14551.409572025463,-107655.64931228755,7237.807628738581,11440.695656891176,10748.158672993492,9440.757844026413,11562.42789894997,24457.16564329266,1,4,2,False,16,107
2024-04-17,13064.034476569967,22173.76399576495,11069.995973937983,19743.570582108394,0.0,26564.223864164513,872199.3319353833,False,False,False,,26564.223864164513,6486.047538826671,19512.503472045664,13179.930948306508,26604.674912878196,12448.084284336726,11704.179595554775,9439.40947573596,12639.894742540097,24456.187830382612,2,4,2,False,17,108
2024-04-18,17314.890902180567,27939.207941307268,13745.49249481912,29934.342354385353,0.0,29065.248983921603,901264.5809193049,False,False,False,,29065.248983921603,26564.223864164513,28551.034115570903,5626.467588555664,16076.531816741553,12521.543551243969,13378.378266652344,9872.36671464196,12750.091700020435,24691.57834717352,3,4,2,False,18,109
2024-04-19,12470.676170034507,18609.283734666504,6876.781357518128,21961.694731720592,0.0,15995.046530498548,917259.6274498034,False,False,False,,15995.046530498548,29065.248983921603,18164.965229743226,14060.927878629322,14178.811701265033,12211.555165637585,13516.529598928717,9932.907875616413,12615.687293106144,24704.724509559142,4,4,2,False,19,110
2024-04-20,13413.79045778818,20251.45594397828,6168.103975927437,25227.431423096084,0.0,14605.918954597812,931865.5464044012,False,True,False,,14605.918954597812,15995.046530498548,10594.318069500681,4082.310424129133,8748.515382694808,12784.641006365748,14268.215922533624,10128.15466134651,12621.092964606909,24718.183720973382,5,4,2,False,20,111
2024-04-21,10710.819309599934,18185.53088466171,7624.295328053634,26435.91923832723,0.0,10084.72628398805,941950.2726883893,False,True,False,,10084.72628398805,14605.918954597812,-5673.666463073154,944.2661467964426,6435.9743405357585,15035.839970231635,14921.105932333025,10249.779726128252,9889.869169802772,24708.364839533315,6,4,2,False,21,112
2024-04-22,16483.620115033278,23742.409326793233,8527.479585368297,60000.0,0.0,-11246.490972805193,930703.7817155841,False,False,True,monto_redondo,-11246.490972805193,10084.72628398805,2449.667635624224,17944.039265228123,1976.8939026667686,13079.245883313144,12836.068058187786,9809.000230279189,13493.260268192014,24977.518108847307,0,4,2,False,22,113
2024-04-23,10748.039103117088,17389.05828291446,7604.927934944371,29370.286509233458,538.026280580775,5833.712531161684,936537.4942467458,False,False,False,,5833.712531161684,-11246.490972805193,6486.047538826671,14551.409572025463,3820.4177007234102,12986.05516793243,12213.375412411802,9876.110057960464,13548.524726407073,24963.573873203924,1,4,2,False,23,114
