fecha,ingreso_efectivo,ingreso_tarjeta,ingreso_transferencia,gasto_operativo,gasto_extraordinario,saldo_diario,saldo_acumulado,es_festivo,es_finde,tiene_anomalia,tipo_anomalia
2024-01-16,9746.869138079672,17954.635945977636,9386.57348892711,29407.949544069317,0.0,7680.129028915104,140193.37771388513,False,False,False,
2024-01-17,14733.913531166972,25667.49847687656,8389.49981457099,21361.579798969615,0.0,27429.332023644907,167622.70973753004,False,False,False,
2024-01-18,12634.157694286061,20492.92144907663,6526.068778849056,32339.547925855633,0.0,7313.599996356115,174936.30973388616,False,False,False,
2024-01-19,17440.963156713267,27501.89838614183,6972.200263821122,23934.704465112864,0.0,27980.357341563355,202916.6670754495,False,False,False,
2024-01-20,9091.35476930194,14488.893370602469,5715.899111255369,38317.638583937645,0.0,-9021.491332777863,193895.17574267165,False,True,False,
2024-01-21,8188.143988185722,13348.717428549675,6450.510096210946,31618.68633984789,0.0,-3631.3148269015473,190263.8609157701,False,True,False,
2024-01-22,10984.183040263895,19278.804001717,8669.049349703388,29908.352752951367,0.0,9023.683638732917,199287.54455450302,False,False,False,
2024-01-23,17674.321997236526,29554.862838499266,11640.279727771835,28307.253790901526,0.0,30562.210772606104,229849.75532710913,False,False,False,
2024-01-24,14517.146512922352,24765.7920680509,10092.641009113948,34577.743651875724,0.0,14797.83593821148,244647.5912653206,False,False,False,
2024-01-25,12917.854501322761,24139.62969093926,9127.418295088839,36830.48461389452,0.0,9354.41787345634,254002.00913877695,False,False,False,
2024-01-26,15392.325644443285,22244.86976353133,7504.8840483165895,32156.646128993205,0.0,12985.433327298,266987.44246607495,False,False,False,
2024-01-27,11476.929287857205,17334.55989040187,5376.220509659145,37107.76354317851,0.0,-2920.0538552602884,264067.38861081464,False,True,False,
2024-01-28,12098.57744340223,18003.382342978988,7387.321761622951,29289.510152526254,0.0,8199.771395477914,272267.1600062926,False,True,False,
2024-01-29,15270.796262725551,27604.409425002006,11356.749700931878,26417.0474345034,44725.618273888176,-16910.71031973214,255356.44968656043,False,False,False,
2024-01-30,17557.522664108543,27687.92872868399,10123.521375352364,36652.621646225336,0.0,18716.351121919557,274072.80080848,False,False,False,
2024-01-31,24676.838996894872,38262.93136595533,15952.2643660251,49086.190043945055,0.0,29805.844684930256,303878.6454934103,False,False,False,
2024-02-01,12298.402613055034,19722.120192736507,7799.345343987438,31998.00404894568,0.0,7821.8641008333,311700.5095942436,False,False,False,
2024-02-02,13715.999908998065,20946.51413483742,7541.431956257566,32099.898312207682,0.0,10104.047687885373,321804.55728212895,False,False,False,
2024-02-03,8072.455713879619,12767.882239922761,4974.385726630695,42295.107926374025,0.0,-16480.38424594095,305324.173036188,False,True,False,
2024-02-04,10978.628179586512,18672.956514218222,5223.314447850146,36804.81394060785,0.0,-1929.9147989529665,303394.258237235,False,True,False,
2024-02-05,16714.762192907263,26618.02442007738,10113.726047519085,28622.818414419908,0.0,24823.69424608382,328217.95248331886,True,False,False,
2024-02-06,12755.829574588284,20584.63828565321,8234.40671870152,24535.30113781353,0.0,17039.57344112948,345257.52592444833,False,False,False,
2024-02-07,9685.305597464414,16783.5699004871,10172.395020501988,30513.38358328534,0.0,6127.886935168161,351385.4128596165,False,False,False,
2024-02-08,12033.754888538057,19231.66848540331,8624.715826651447,40404.27086527624,35550.39339145401,-36064.525056137434,315320.8878034791,False,False,False,
2024-02-09,15305.243074669124,26212.24770367213,11464.531106275304,30553.796869837657,0.0,22428.225014778895,337749.112818258,False,False,False,
2024-02-10,10335.454817300353,18315.951754691567,9013.80847905231,24582.60453072797,0.0,13082.610520316259,350831.7233385743,False,True,False,
2024-02-11,11611.740677337637,18363.56040775681,4828.2845864530955,18576.490885835192,0.0,16227.094785712354,367058.81812428666,False,True,False,
2024-02-12,13557.468007245747,20126.765218538032,6836.634079712041,19686.13877938079,0.0,20834.72852611503,387893.54665040167,False,False,False,
2024-02-13,16138.433331761182,25933.65021960013,7253.1065847432155,18909.0518811618,0.0,30416.138254942733,418309.6849053444,False,False,False,
2024-02-14,12714.37481769349,20887.541693488503,8070.312091156189,26008.698477034173,0.0,15663.530125304002,433973.2150306484,False,False,False,
2024-02-15,14447.806429819637,22123.497948489126,7609.900691659373,40044.770515291755,0.0,4136.43455467638,438109.6495853248,False,False,False,
2024-02-16,15714.725562635696,26077.227581701092,10548.407543106836,34245.604589499686,0.0,18094.756097943937,456204.40568326873,False,False,False,
2024-02-17,8892.710555181136,14625.698073622201,5728.546366428131,42722.91631322359,0.0,-13475.961317992125,442728.4443652766,False,True,False,
2024-02-18,9745.937573058989,18724.997090502162,6569.936544075208,33159.62586583549,0.0,1881.2453418008663,444609.68970707746,False,True,False,
2024-02-19,15089.941688015226,22228.092802443134,11684.856365257401,23262.985493287488,0.0,25739.905362428275,470349.59506950574,False,False,False,
2024-02-20,14234.222223112934,21736.83398404156,11286.106692794134,26588.55140199245,0.0,20668.611497956186,491018.20656746195,False,False,False,
2024-02-21,14203.860044352205,25361.21456557675,12283.867847790141,34024.6614784551,0.0,17824.280979263996,508842.48754672596,False,False,False,
2024-02-22,10660.567078721257,17838.823243748357,7157.535380752176,34068.16100238546,0.0,1588.7647008363274,510431.2522475623,False,False,False,
2024-02-23,14186.36533488416,24426.447792673822,8927.763953802412,33741.98021413691,0.0,13798.596867223481,524229.8491147858,False,False,False,
2024-02-24,10621.405776551499,16107.09988358234,4887.410695755687,32313.6413141247,0.0,-697.724958235176,523532.1241565506,False,True,False,
2024-02-25,10411.916489278448,16125.187864184387,6216.691868084038,38823.08843377803,0.0,-6069.2922122311575,517462.8319443195,False,True,False,
2024-02-26,14643.65218323208,25381.55486292802,8749.75017780712,30518.99899822979,0.0,18255.958225737424,535718.7901700569,False,False,False,
2024-02-27,19626.748079577006,33503.522428401324,11224.840757040141,34673.36087718741,0.0,29681.75038783106,565400.5405578879,False,False,False,
2024-02-28,12230.615069695054,20474.087275949278,7944.202237409358,32970.483478726965,0.0,7678.421104326728,573078.9616622146,False,False,False,
2024-02-29,16569.613925790945,29072.697963746727,10347.137346498279,44145.86180123378,0.0,11843.58743480216,584922.5490970168,False,False,False,
2024-03-01,8583.53320225156,15586.668221824384,6666.832173624406,34944.49968953977,0.0,-4107.466091839418,580815.0830051774,False,False,False,
2024-03-02,8217.146134935309,13523.844492875663,5928.127976433385,34936.880022707934,0.0,-7267.761418463579,573547.3215867139,False,True,False,
2024-03-03,41046.77381683947,16639.71813511656,6506.411481551115,33161.217025207414,0.0,31031.686408299734,604579.0079950136,False,True,True,madrugada
2024-03-04,14888.399961931325,27190.213165734916,12062.265537869662,36343.74050083556,0.0,17797.138164700336,622376.146159714,False,False,False,
2024-03-05,14332.52320157154,23101.486633884255,8766.487368863312,34512.760789453314,0.0,11687.736414865794,634063.8825745798,False,False,False,
2024-03-06,15837.250048765394,27240.04781384495,8371.528464160438,38163.66252801874,0.0,13285.163798752037,647349.0463733318,False,False,False,
2024-03-07,10060.34928366724,17168.476564348763,10840.222015424079,38137.06554240575,0.0,-68.01767896566889,647281.0286943661,False,False,False,
2024-03-08,13217.87508798847,20951.90545667388,10253.137051415937,25482.319629182857,0.0,18940.59796689543,666221.6266612615,False,False,False,
2024-03-09,11973.887754270712,17825.623205637574,7628.943927432861,26697.575907081395,0.0,10730.878980259753,676952.5056415213,False,True,False,
2024-03-10,8912.992114381888,13673.578943946666,5163.811710155243,32356.501894686524,0.0,-4606.119126202728,672346.3865153185,False,True,False,
2024-03-11,12137.199748005367,18740.97224567386,6989.428516036891,29927.095641158023,0.0,7940.504868558095,680286.8913838767,False,False,False,
2024-03-12,10545.052528574608,16472.69863671033,8041.47280754646,31599.373848886255,0.0,3459.850123945147,683746.7415078218,False,False,False,
2024-03-13,10398.019894370365,17640.94695644591,8690.292038709133,20488.6903891084,0.0,16240.568500417008,699987.3100082389,False,False,False,
2024-03-14,13198.846940642035,22894.66518498799,11328.740299424026,25747.888256021073,0.0,21674.36416903298,721661.6741772719,False,False,False,
2024-03-15,14548.594375436072,26033.053844629914,6824.571965284449,226095.2979517004,0.0,-178689.07776634995,542972.596410922,False,False,True,benford_violation
2024-03-16,11455.124895623318,19963.047733422944,5823.898748894456,25040.10266717508,0.0,12201.968710765635,555174.5651216876,False,True,False,
2024-03-17,9409.206176031597,14204.654995445399,5271.184854655982,21647.238397394394,0.0,7237.807628738581,562412.3727504262,False,True,False,
2024-03-18,15790.787858495774,24163.28705409264,9085.700917688057,22435.100917398275,0.0,26604.674912878196,589017.0476633044,True,False,False,
2024-03-19,15570.831089220797,24978.64053218598,11814.90340666632,36287.84321133154,0.0,16076.531816741553,605093.5794800459,False,False,False,
2024-03-20,12513.335740332794,21006.153077505012,11964.383760274579,31305.060876847347,0.0,14178.811701265033,619272.391181311,False,False,False,
2024-03-21,14353.336750080463,24327.933476062102,10203.141492145822,40135.89633559358,0.0,8748.515382694808,628020.9065640058,False,False,False,
2024-03-22,11770.530927926447,18565.66558995573,8338.812020926476,32239.034198272893,0.0,6435.9743405357585,634456.8809045416,False,False,False,
2024-03-23,9214.445964420498,15514.298551512687,6405.522952998031,29157.373566264447,0.0,1976.8939026667686,636433.7748072083,False,True,False,
2024-03-24,9189.217384323647,14909.458910712752,7759.422144909265,28037.680739222254,0.0,3820.4177007234102,640254.1925079317,False,True,False,
2024-03-25,13046.301333066805,20731.592008424817,8988.775034127897,24466.9906779044,0.0,18299.67769771512,658553.8702056468,False,False,False,
2024-03-26,16272.543233787048,28230.610423077378,11624.384272134856,29562.370901480386,0.0,26565.16702751889,685119.0372331657,False,False,False,
2024-03-27,12989.59331360303,22926.402841979998,9274.836857132654,28034.42305181495,0.0,17156.40996090073,702275.4471940665,False,False,False,
2024-03-28,15608.679752489286,25910.87757740719,9451.045921807852,20658.18428934762,0.0,30312.418962356707,732587.8661564232,False,False,False,
2024-03-29,18512.623065507378,30029.431360277416,14865.993443501842,27594.768510378923,0.0,35813.27935890772,768401.145515331,False,False,False,
2024-03-30,13046.301333066805,20731.592008424817,8988.775034127897,24466.9906779044,0.0,18299.67769771512,786700.8232130461,False,True,True,duplicado
2024-03-31,12252.492785886405,19413.59070197205,8444.99198639679,47102.13220167596,0.0,-6991.056727420713,779709.7664856254,False,True,False,
2024-04-01,13538.228570946754,25036.738342300956,10262.229519759781,25730.426957035485,0.0,23106.769475972014,802816.5359615975,False,False,False,
2024-04-02,13489.806837796481,23218.352210975714,9748.314789258613,36816.5874746621,117295.53567565627,-107655.64931228755,695160.8866493099,False,False,False,
2024-04-03,14869.058014918619,21369.122240927052,8990.131544673823,32048.380852212984,0.0,13179.930948306508,708340.8175976163,False,False,False,
2024-04-04,9635.146874803178,17186.979847429244,7992.160885757094,29187.820019433857,0.0,5626.467588555664,713967.285186172,False,False,False,
2024-04-05,9709.191060239407,19115.93241900487,8856.048005997678,23620.243606612632,0.0,14060.927878629322,728028.2130648013,False,False,False,
2024-04-06,6882.978799817085,13418.436589500621,5893.202044026871,22112.307009215445,0.0,4082.310424129133,732110.5234889304,False,True,False,
2024-04-07,7929.452160682571,13115.769857944459,5335.08988563428,25436.045757464864,0.0,944.2661467964426,733054.7896357268,False,True,False,
2024-04-08,15603.426826988796,27542.342416744617,8758.670579752297,33960.400558257585,0.0,17944.039265228123,750998.8289009549,False,False,False,
2024-04-09,11250.923975373427,19661.39466120201,6887.136363815942,23248.045428365913,0.0,14551.409572025463,765550.2384729803,False,False,False,
2024-04-10,14348.752215017172,21896.631456775493,8002.131518318421,24735.011718065416,0.0,19512.503472045664,785062.741945026,False,False,False,
2024-04-11,15791.28050214082,32986.28498928352,15273.17032632996,35499.7017021834,0.0,28551.034115570903,813613.7760605969,False,False,False,
2024-04-12,14999.078812773367,26239.53145721304,7472.558974782359,30546.20401502554,0.0,18164.965229743226,831778.7412903402,False,False,False,
2024-04-13,14903.29868362798,24261.187329556033,5829.488851888344,34399.656795571675,0.0,10594.318069500681,842373.0593598409,False,True,False,
2024-04-14,8599.012039177152,14735.617405958074,7659.012932626796,29122.311289101992,7544.997551733186,-5673.666463073154,836699.3928967678,False,True,False,
2024-04-15,13915.677060493852,22913.417063992725,10761.510855247849,45140.9373441102,0.0,2449.667635624224,839149.060532392,False,False,False,
2024-04-16,12125.795517372157,22541.46649526028,7888.025161876809,36069.23963568257,0.0,6486.047538826671,845635.1080712187,False,False,False,
2024-04-17,13064.034476569967,22173.76399576495,11069.995973937983,19743.570582108394,0.0,26564.223864164513,872199.3319353833,False,False,False,
2024-04-18,17314.890902180567,27939.207941307268,13745.49249481912,29934.342354385353,0.0,29065.248983921603,901264.5809193049,False,False,False,
2024-04-19,12470.676170034507,18609.283734666504,6876.781357518128,21961.694731720592,0.0,15995.046530498548,917259.6274498034,False,False,False,
2024-04-20,13413.79045778818,20251.45594397828,6168.103975927437,25227.431423096084,0.0,14605.918954597812,931865.5464044012,False,True,False,
2024-04-21,10710.819309599934,18185.53088466171,7624.295328053634,26435.91923832723,0.0,10084.72628398805,941950.2726883893,False,True,False,
2024-04-22,16483.620115033278,23742.409326793233,8527.479585368297,60000.0,0.0,-11246.490972805193,930703.7817155841,False,False,True,monto_redondo
2024-04-23,10748.039103117088,17389.05828291446,7604.927934944371,29370.286509233458,538.026280580775,5833.712531161684,936537.4942467458,False,False,False,
2024-04-24,18936.425327276695,27451.95162193321,10125.812363153847,23915.360523701722,0.0,32598.828788662035,969136.3230354078,False,False,False,
2024-04-25,16875.471650886437,27306.15190446433,12422.018170168089,29528.238485188507,0.0,27075.40324033035,996211.7262757382,False,False,False,
2024-04-26,18748.41982716392,33803.81680078379,9401.197304777603,31070.44203770738,0.0,30882.991895017938,1027094.7181707561,False,False,False,
2024-04-27,12898.08277385166,21235.23047397695,7837.674360838485,33453.24300088277,145545.39845951585,-137027.6538517315,890067.0643190246,False,True,False,
2024-04-28,19622.25196447877,27942.16388274239,6405.57673473535,33254.461192039285,0.0,20715.531389917225,910782.5957089418,False,True,False,
2024-04-29,17846.91155675781,27596.769015077636,10851.158961810901,38360.2688960691,0.0,17934.570637577242,928717.166346519,False,False,False,
2024-04-30,12943.372071422431,22471.373376819774,9864.80267795871,49149.172110530606,0.0,-3869.6239843296935,924847.5423621894,False,False,False,
2024-05-01,15797.114285516993,24025.03691602685,9639.669802644516,31243.977225851453,0.0,18217.843778336905,943065.3861405263,True,False,False,
2024-05-02,14152.137956538723,21606.26373065085,12581.453668310894,39983.54399424355,0.0,8356.311361256921,951421.6975017831,False,False,False,
2024-05-03,19665.502663874144,32014.495087793002,16084.17899152177,41078.798970027994,0.0,26685.377773160923,978107.0752749441,False,False,False,
2024-05-04,12132.667957738677,17685.34249720453,8314.405095825736,30992.790005208357,0.0,7139.625545560586,985246.7008205047,False,True,False,
2024-05-05,11244.392376484497,17018.887714849832,9140.513236915367,29773.5857894069,0.0,7630.207538842795,992876.9083593475,True,True,False,
2024-05-06,21411.638853379827,33360.20186230586,15298.953097770294,40561.195798693145,0.0,29509.598014762836,1022386.5063741104,False,False,False,
2024-05-07,11610.602824453674,20357.593287058884,6697.763168721799,36307.019459313,0.0,2358.9398209213614,1024745.4461950317,False,False,False,
2024-05-08,13488.059305516465,21947.66084426448,8537.762059948653,35944.86531138651,0.0,8028.616898343091,1032774.0630933748,False,False,False,
2024-05-09,13291.897880120998,22654.927801018126,7138.8380684653475,37208.92657958834,0.0,5876.737170016131,1038650.800263391,False,False,False,
2024-05-10,12669.614866434866,24645.682282858797,11178.857313789253,40599.12131822544,0.0,7895.0331448574725,1046545.8334082485,False,False,False,
2024-05-11,8841.773601529014,14550.952070189438,4825.870024214811,31013.641053141364,0.0,-2795.0453572081024,1043750.7880510404,False,True,False,
2024-05-12,10267.878414118575,17652.09033686197,8703.988442410986,35961.95227323331,0.0,662.0049201582151,1044412.7929711986,False,True,False,
2024-05-13,13324.658849559422,25085.222218578358,10730.673745649292,28557.204655006095,0.0,20583.350158780977,1064996.1431299795,False,False,False,
2024-05-14,10172.776772309322,17517.04392440851,6351.99687147113,33704.0222090532,0.0,337.79535913576547,1065333.9384891153,False,False,False,
2024-05-15,11559.516741443647,18716.687222396533,8040.990743921771,51756.777048613774,0.0,-13439.582340851819,1051894.3561482634,False,False,False,
2024-05-16,16513.51262888862,29502.532035735494,11697.301522250746,170525.98504652022,0.0,-112812.63885964535,939081.7172886181,False,False,True,benford_violation
2024-05-17,20844.208023687548,33662.17318009295,11327.002908801445,46274.43853917883,69891.63957638685,-50332.69400298373,888749.0232856344,False,False,False,
2024-05-18,13948.289504640396,24970.44168546665,12144.632392855678,30908.374136263625,0.0,20154.98944669909,908904.0127323334,False,True,False,
2024-05-19,17178.60156788021,28107.71373621806,13572.505192928513,34017.377804243726,0.0,24841.442692783057,933745.4554251165,False,True,False,
2024-05-20,13950.427422527093,23048.12266781607,11389.606742660852,29563.84067533399,0.0,18824.316157670026,952569.7715827865,False,False,False,
2024-05-21,12119.490906282228,20332.193144288034,8072.4796483382825,32879.4986738314,0.0,7644.665025077149,960214.4366078636,False,False,False,
2024-05-22,11355.959313315529,18824.206317933975,6982.149256010837,33409.912883350575,0.0,3752.402003909767,963966.8386117734,False,False,False,
2024-05-23,15319.041058793844,26503.177069598634,12919.50520048131,37634.32623352634,0.0,17107.39709534745,981074.2357071209,False,False,False,
2024-05-24,15241.141304018545,24257.62315320676,8964.944879002927,38426.62243150318,0.0,10037.086904725053,991111.3226118459,False,False,False,
2024-05-25,11095.71039383466,18835.771689464535,6899.52319211641,35325.08613095441,0.0,1505.9191444611934,992617.2417563071,False,True,False,
2024-05-26,8364.980707816785,16348.39734705015,7194.412641865219,37257.48711016793,0.0,-5349.696413435777,987267.5453428713,False,True,False,
2024-05-27,14380.07838490752,29277.3679813044,11474.935688941276,29234.117735660588,0.0,25898.26431949261,1013165.809662364,False,False,False,
2024-05-28,20838.149150473255,36534.248127340165,12145.19372825368,36843.12902548605,0.0,32674.46198058105,1045840.271642945,False,False,False,
2024-05-29,16976.192468569272,27566.533236301417,12890.642342957908,37471.42481708131,0.0,19961.94323074729,1065802.2148736923,False,False,False,
2024-05-30,16773.464979918812,30045.567656250292,9480.685513242408,43242.74272281704,0.0,13056.975426594472,1078859.1903002867,False,False,False,
2024-05-31,14536.322904775914,23756.960320251892,10251.686958753802,48003.77824117999,0.0,541.1919426016175,1079400.3822428884,False,False,False,
2024-06-01,7609.984893010884,13017.655227943618,4363.181146789776,31279.89172262334,0.0,-6289.070454879064,1073111.3117880095,False,True,False,
2024-06-02,9446.883120433686,14849.482244371438,5322.0528709450045,33314.71953849872,0.0,-3696.3013027485904,1069415.010485261,False,True,False,
2024-06-03,14285.525784102882,25290.01562211584,11852.328421405804,116105.8975750249,0.0,-64678.02774740037,1004736.9827378606,False,False,True,proveedor_fantasma
2024-06-04,20576.172469838097,34510.258103103355,19313.80879623155,31372.161706309107,0.0,43028.077662863885,1047765.0604007245,False,False,False,
2024-06-05,54731.379533447645,23429.10726071267,10630.000346371266,48986.73468212742,0.0,39803.75245840416,1087568.8128591287,False,False,True,madrugada
2024-06-06,17185.087033895437,26347.781729656057,12668.258523637376,29004.707903494615,0.0,27196.419383694258,1114765.2322428229,False,False,False,
2024-06-07,15914.648210362646,25439.32108114283,7629.409476720116,34072.53198030401,0.0,14910.846787921582,1129676.0790307445,False,False,False,
2024-06-08,8108.154774047837,14757.860413039865,4961.3706582862715,35959.433671036546,0.0,-8132.047825662572,1121544.0312050818,False,True,False,
2024-06-09,7854.713902753755,15210.7356497693,8357.679212244677,33295.6449426252,0.0,-1872.5161778574693,1119671.5150272243,False,True,False,
2024-06-10,11788.118287692623,22432.495781821035,10108.928498733489,22881.01273014074,0.0,21448.529838106406,1141120.0448653307,False,False,False,
2024-06-11,23675.290592465168,40566.803096012896,19316.005987551296,36149.465141738016,39657.36805728517,7751.266477006182,1148871.311342337,False,False,False,
2024-06-12,13122.897216283262,23429.10726071267,10630.000346371266,48986.73468212742,0.0,-1804.72985876022,1147066.5814835767,False,False,True,duplicado
2024-06-13,17792.667689288563,31428.812583494942,11747.343645191504,181627.53771849745,0.0,-120658.71380052244,1026407.8676830542,False,False,True,benford_violation
2024-06-14,14469.900097009806,24017.54890788954,9621.810700784952,30025.53895132211,0.0,18083.72075436219,1044491.5884374164,False,False,False,
2024-06-15,12384.701140166902,22546.08049747194,7227.739787394407,45786.041643801495,0.0,-3627.5202187682444,1040864.0682186481,False,True,False,
2024-06-16,11774.305047741293,17987.012605534954,6920.269668878475,26507.352952385503,0.0,10174.23436976922,1051038.3025884172,False,True,False,
2024-06-17,14235.32352661307,25838.411848737967,9616.78656398109,42582.409507700126,0.0,7108.112431632006,1058146.415020049,False,False,False,
2024-06-18,14605.630072630114,25928.121387848692,11121.215848746013,36161.411455991074,0.0,15493.555853233745,1073639.9708732828,False,False,False,
2024-06-19,12749.027449141595,21246.44526663255,7186.547959482871,30669.20084381924,0.0,10512.819831437777,1084152.7907047204,False,False,False,
2024-06-20,15474.645454745756,28218.689085087582,13771.8841327248,37149.64376481066,0.0,20315.574907747483,1104468.365612468,False,False,False,
2024-06-21,14626.825293053565,23713.648775796377,9181.027898591277,36884.801033598174,0.0,10636.700933843043,1115105.0665463111,False,False,False,
2024-06-22,8914.26986134762,14688.056758109358,5910.133137854715,36602.06310890405,0.0,-7089.603351592352,1108015.4631947188,False,True,False,
2024-06-23,7223.1509466894495,11751.498474803064,5341.536332329398,32457.261573143027,0.0,-8141.075819321119,1099874.3873753976,False,True,False,
2024-06-24,19047.897223993616,29467.118130122606,8898.717998755516,34106.53370156687,0.0,23307.199651304865,1123181.5870267025,False,False,False,
2024-06-25,20243.327714890183,36114.47269202184,14040.098428627038,27976.237174274356,70903.6398185556,-28481.978157290898,1094699.6088694115,False,False,False,
2024-06-26,18936.381275613196,68186.04068868284,8153.986621835475,31008.02875288399,0.0,64268.37983324752,1158967.988702659,False,False,True,monto_atipico
2024-06-27,16380.902173852697,29422.140949422374,9633.100807292954,21596.741095699283,0.0,33839.40283486874,1192807.3915375278,False,False,False,
2024-06-28,16958.385327264663,32685.179501556035,12144.694478132446,30568.342225827746,0.0,31219.917081125397,1224027.308618653,False,False,False,
2024-06-29,15170.009780880468,24788.608054738586,10373.46820952437,32834.28004432569,0.0,17497.806000817727,1241525.114619471,False,True,False,
2024-06-30,11333.449235436807,20652.776821783693,8712.02451702932,55610.75257682451,0.0,-14912.502002574693,1226612.6126168962,False,True,False,
2024-07-01,13231.240006771604,22636.472700520917,10563.411947253679,30681.286647864028,0.0,15749.83800668217,1242362.4506235784,False,False,False,
2024-07-02,17676.798860654653,28728.444637526718,10998.018923277663,34387.38575047686,0.0,23015.876670982172,1265378.3272945606,False,False,False,
2024-07-03,17006.125308932686,26675.550684818318,10980.776404417134,35849.44255434081,0.0,18813.009843827334,1284191.3371383878,False,False,False,
2024-07-04,19574.2106106602,36240.98903357122,12255.599216756662,42281.093681191385,0.0,25789.7051797967,1309981.0423181846,False,False,False,
2024-07-05,17204.87049854096,27295.18255662289,9307.523416593313,34314.36028878739,0.0,19493.216182969772,1329474.2585011544,False,False,False,
2024-07-06,8822.059190694768,13531.04805321242,4947.078288466144,40106.056580649165,67732.36096776076,-80538.23201603659,1248936.0264851179,False,True,False,
2024-07-07,8610.633130005323,13722.286388389399,3861.0298795194203,32314.483719083924,0.0,-6120.53432116978,1242815.492163948,False,True,False,
2024-07-08,25025.220841956518,36788.92280591108,18759.47554135951,37487.72067475648,0.0,43085.89851447064,1285901.3906784186,False,False,False,
2024-07-09,23477.11035482924,32978.5682133086,15280.84672832867,29991.45570311566,0.0,41745.069593350854,1327646.4602717694,False,False,False,
2024-07-10,12723.049618709629,25016.898579134056,10750.234489184213,31512.74157416601,0.0,16977.441112861885,1344623.9013846314,False,False,False,
2024-07-11,13361.927917914009,22807.113583766342,9335.12301739849,28467.129363132277,0.0,17037.035155946563,1361660.936540578,False,False,False,
2024-07-12,19250.33532445516,34393.24553556853,14460.652084194315,28231.456793332534,0.0,39872.776150885475,1401533.7126914635,False,False,False,
2024-07-13,8122.815172167623,12718.661039799543,6021.060424422268,37374.13437411619,0.0,-10511.597737726759,1391022.1149537368,False,True,False,
2024-07-14,8242.269542493956,14267.908342461193,6052.183185499824,29610.315805046477,0.0,-1047.9547345915053,1389974.1602191452,False,True,False,
2024-07-15,17687.30419360339,32197.94845783756,9732.82877732955,41038.019879853295,0.0,18580.061548917212,1408554.2217680626,False,False,False,
2024-07-16,16204.244281773437,24787.18778770257,7000.738361048472,35926.31322939327,0.0,12065.857201131206,1420620.0789691939,False,False,False,
2024-07-17,15175.269282845391,25755.216310784497,10232.638347826385,35752.18813933529,0.0,15410.935802120985,1436031.0147713148,False,False,False,
2024-07-18,14659.951521183364,23359.74636110159,9534.957128973605,40195.600535818325,0.0,7359.054475440229,1443390.069246755,False,False,False,
2024-07-19,17715.789363607786,29517.36961462625,12748.261862226413,28149.992920727804,0.0,31831.42791973264,1475221.4971664876,False,False,False,
2024-07-20,14820.307889702617,22483.33611102082,11849.280330696942,21992.27234712308,0.0,27160.6519842973,1502382.1491507848,False,True,False,
2024-07-21,10845.761353665854,18255.233630331717,7037.047458024683,21671.139507643125,0.0,14466.90293437913,1516849.052085164,False,True,False,
2024-07-22,17897.467872726946,29942.96996966976,10086.45376181403,27494.88528584235,0.0,30432.00631836839,1547281.0584035325,False,False,False,
2024-07-23,11268.318419294563,16328.385934865939,7256.69510797705,36555.8455997003,0.0,-1702.4461375627434,1545578.6122659696,False,False,False,
2024-07-24,18716.24922235744,27363.261014199896,10134.24077171446,29950.786438081617,0.0,26262.964570190183,1571841.57683616,False,False,False,
